RelationshipId,Citizen1,Citizen2,StrengthScore,TrustScore,Title,Description,Notes,Tier,Status,CreatedAt,UpdatedAt,LastInteraction,QualifiedAt
,CodeMonkey,MerchantLegend,0,53,,,"activity_encounter_initiated_opener_success_codemonkey_opened_conversation_with_merchantlegend_at_{""lat"":_45.44790330321718,_""lng"":_12.320144368395496}., activity_encounter_initiated_opener_success_codemonkey_opened_conversation_with_merchantlegend_at_{""lat"":_45.44790330321718,_""lng"":_12.320144368395496}., activity_encounter_initiated_opener_success_merchantlegend_opened_conversation_with_codemonkey_at_{""lat"":_45.44790330321718,_""lng"":_12.320144368395496}., activity_encounter_initiated_opener_success_merchantlegend_opened_conversation_with_codemonkey_at_{""lat"":_45.44790330321718,_""lng"":_12.320144368395496}.",,Active,9/6/2025 8:42am,9/6/2025 2:22pm,9/6/2025 2:22pm,
,DogeLover88,QuantumLeap,0,53,,,"activity_encounter_initiated_opener_success_dogelover88_opened_conversation_with_quantumleap_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_quantumleap_opened_conversation_with_dogelover88_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_dogelover88_opened_conversation_with_quantumleap_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_dogelover88_opened_conversation_with_quantumleap_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}.",,Active,9/6/2025 9:45am,9/6/2025 2:11pm,9/6/2025 2:11pm,
,DogeLover88,TravelBug23,0,53,,,"activity_encounter_initiated_opener_success_dogelover88_opened_conversation_with_travelbug23_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_travelbug23_opened_conversation_with_dogelover88_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_dogelover88_opened_conversation_with_travelbug23_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_dogelover88_opened_conversation_with_travelbug23_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}.",,Active,9/6/2025 10:03am,9/6/2025 2:00pm,9/6/2025 2:00pm,
,DogeLover88,GamingPatrizio,0,53,,,"activity_encounter_initiated_opener_success_dogelover88_opened_conversation_with_gamingpatrizio_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_dogelover88_opened_conversation_with_gamingpatrizio_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_dogelover88_opened_conversation_with_gamingpatrizio_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_gamingpatrizio_opened_conversation_with_dogelover88_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}.",,Active,9/6/2025 11:02am,9/6/2025 1:52pm,9/6/2025 1:52pm,
,BankingWizard99,DogeLover88,0,53,,,"activity_encounter_initiated_opener_success_bankingwizard99_opened_conversation_with_dogelover88_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_bankingwizard99_opened_conversation_with_dogelover88_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_dogelover88_opened_conversation_with_bankingwizard99_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_bankingwizard99_opened_conversation_with_dogelover88_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}.",,Active,9/6/2025 9:42am,9/6/2025 1:47pm,9/6/2025 1:47pm,
,DogeLover88,ItalyMerchant,0,53,,,"activity_encounter_initiated_opener_success_dogelover88_opened_conversation_with_italymerchant_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_dogelover88_opened_conversation_with_italymerchant_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_dogelover88_opened_conversation_with_italymerchant_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_italymerchant_opened_conversation_with_dogelover88_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}.",,Active,9/6/2025 9:51am,9/6/2025 12:56pm,9/6/2025 12:56pm,
,DogeLover88,SilkRoadRunner,0,53,,,"activity_encounter_initiated_opener_success_dogelover88_opened_conversation_with_silkroadrunner_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_silkroadrunner_opened_conversation_with_dogelover88_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_silkroadrunner_opened_conversation_with_dogelover88_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_silkroadrunner_opened_conversation_with_dogelover88_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}.",,Active,9/6/2025 9:51am,9/6/2025 12:48pm,9/6/2025 12:48pm,
,DogeLover88,VenicePhotographer,0,53,,,"activity_encounter_initiated_opener_success_dogelover88_opened_conversation_with_venicephotographer_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_dogelover88_opened_conversation_with_venicephotographer_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_venicephotographer_opened_conversation_with_dogelover88_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_dogelover88_opened_conversation_with_venicephotographer_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}.",,Active,9/6/2025 10:27am,9/6/2025 12:13pm,9/6/2025 12:13pm,
,GreenThumb,gondola_assistant1,0,53,,,"activity_encounter_initiated_opener_success_greenthumb_opened_conversation_with_gondola_assistant1_at_{""lat"":_45.42305690898809,_""lng"":_12.331967958006057}., activity_encounter_initiated_opener_success_greenthumb_opened_conversation_with_gondola_assistant1_at_{""lat"":_45.42305690898809,_""lng"":_12.331967958006057}., activity_encounter_initiated_opener_success_gondola_assistant1_opened_conversation_with_greenthumb_at_{""lat"":_45.42305690898809,_""lng"":_12.331967958006057}., activity_encounter_initiated_opener_success_gondola_assistant1_opened_conversation_with_greenthumb_at_{""lat"":_45.42305690898809,_""lng"":_12.331967958006057}.",,Active,8/6/2025 9:02am,8/6/2025 1:59pm,8/6/2025 1:59pm,
,greek_trader2,skywalker88,0,53,,,"activity_encounter_initiated_opener_success_skywalker88_opened_conversation_with_greek_trader2_at_{""lat"":_45.440943188879906,_""lng"":_12.321047122274168}., activity_encounter_initiated_opener_success_skywalker88_opened_conversation_with_greek_trader2_at_{""lat"":_45.440943188879906,_""lng"":_12.321047122274168}., activity_encounter_initiated_opener_success_skywalker88_opened_conversation_with_greek_trader2_at_{""lat"":_45.440943188879906,_""lng"":_12.321047122274168}., activity_encounter_initiated_opener_success_greek_trader2_opened_conversation_with_skywalker88_at_{""lat"":_45.440943188879906,_""lng"":_12.321047122274168}.",,Active,8/6/2025 8:51am,8/6/2025 1:57pm,8/6/2025 1:57pm,
,adriatic_captain,poet_of_the_rialto,0,53,,,"activity_encounter_initiated_opener_success_adriatic_captain_opened_conversation_with_poet_of_the_rialto_at_{""lat"":_45.440943188879906,_""lng"":_12.321047122274168}., activity_encounter_initiated_opener_success_poet_of_the_rialto_opened_conversation_with_adriatic_captain_at_{""lat"":_45.440943188879906,_""lng"":_12.321047122274168}., activity_encounter_initiated_opener_success_adriatic_captain_opened_conversation_with_poet_of_the_rialto_at_{""lat"":_45.440943188879906,_""lng"":_12.321047122274168}., activity_encounter_initiated_opener_success_poet_of_the_rialto_opened_conversation_with_adriatic_captain_at_{""lat"":_45.440943188879906,_""lng"":_12.321047122274168}.",,Active,8/6/2025 8:57am,8/6/2025 1:54pm,8/6/2025 1:54pm,
,adriatic_captain,sea_trader,0,53,,,"activity_encounter_initiated_opener_success_adriatic_captain_opened_conversation_with_sea_trader_at_{""lat"":_45.440943188879906,_""lng"":_12.321047122274168}., activity_encounter_initiated_opener_success_sea_trader_opened_conversation_with_adriatic_captain_at_{""lat"":_45.440943188879906,_""lng"":_12.321047122274168}., activity_encounter_initiated_opener_success_sea_trader_opened_conversation_with_adriatic_captain_at_{""lat"":_45.440943188879906,_""lng"":_12.321047122274168}., activity_encounter_initiated_opener_success_sea_trader_opened_conversation_with_adriatic_captain_at_{""lat"":_45.440943188879906,_""lng"":_12.321047122274168}.",,Active,8/6/2025 8:36am,8/6/2025 1:51pm,8/6/2025 1:51pm,
,adriatic_captain,greek_trader2,0,53,,,"activity_encounter_initiated_opener_success_greek_trader2_opened_conversation_with_adriatic_captain_at_{""lat"":_45.440943188879906,_""lng"":_12.321047122274168}., activity_encounter_initiated_opener_success_adriatic_captain_opened_conversation_with_greek_trader2_at_{""lat"":_45.440943188879906,_""lng"":_12.321047122274168}., activity_encounter_initiated_opener_success_adriatic_captain_opened_conversation_with_greek_trader2_at_{""lat"":_45.440943188879906,_""lng"":_12.321047122274168}., activity_encounter_initiated_opener_success_adriatic_captain_opened_conversation_with_greek_trader2_at_{""lat"":_45.440943188879906,_""lng"":_12.321047122274168}.",,Active,8/6/2025 8:39am,8/6/2025 1:48pm,8/6/2025 1:48pm,
,poet_of_the_rialto,skywalker88,0,53,,,"activity_encounter_initiated_opener_success_skywalker88_opened_conversation_with_poet_of_the_rialto_at_{""lat"":_45.440943188879906,_""lng"":_12.321047122274168}., activity_encounter_initiated_opener_success_skywalker88_opened_conversation_with_poet_of_the_rialto_at_{""lat"":_45.440943188879906,_""lng"":_12.321047122274168}., activity_encounter_initiated_opener_success_poet_of_the_rialto_opened_conversation_with_skywalker88_at_{""lat"":_45.440943188879906,_""lng"":_12.321047122274168}., activity_encounter_initiated_opener_success_poet_of_the_rialto_opened_conversation_with_skywalker88_at_{""lat"":_45.440943188879906,_""lng"":_12.321047122274168}.",,Active,8/6/2025 8:41am,8/6/2025 1:42pm,8/6/2025 1:42pm,
,sea_trader,skywalker88,0,53,,,"activity_encounter_initiated_opener_success_skywalker88_opened_conversation_with_sea_trader_at_{""lat"":_45.440943188879906,_""lng"":_12.321047122274168}., activity_encounter_initiated_opener_success_skywalker88_opened_conversation_with_sea_trader_at_{""lat"":_45.440943188879906,_""lng"":_12.321047122274168}., activity_encounter_initiated_opener_success_skywalker88_opened_conversation_with_sea_trader_at_{""lat"":_45.440943188879906,_""lng"":_12.321047122274168}., activity_encounter_initiated_opener_success_skywalker88_opened_conversation_with_sea_trader_at_{""lat"":_45.440943188879906,_""lng"":_12.321047122274168}.",,Active,8/6/2025 8:43am,8/6/2025 1:37pm,8/6/2025 1:37pm,
,NLR,TopGlassmaker,0,53,,,"activity_encounter_initiated_opener_success_topglassmaker_opened_conversation_with_nlr_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_nlr_opened_conversation_with_topglassmaker_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_nlr_opened_conversation_with_topglassmaker_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_topglassmaker_opened_conversation_with_nlr_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}.",,Active,8/6/2025 8:55am,8/6/2025 12:53pm,8/6/2025 12:53pm,
,TopGlassmaker,TravelBug23,0,53,,,"activity_encounter_initiated_opener_success_topglassmaker_opened_conversation_with_travelbug23_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_topglassmaker_opened_conversation_with_travelbug23_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_topglassmaker_opened_conversation_with_travelbug23_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_travelbug23_opened_conversation_with_topglassmaker_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}.",,Active,6/6/2025 11:47pm,8/6/2025 12:31pm,8/6/2025 12:31pm,
,DogeLover88,TechnoMedici,0,52,,,"activity_encounter_initiated_opener_success_technomedici_opened_conversation_with_dogelover88_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_technomedici_opened_conversation_with_dogelover88_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_technomedici_opened_conversation_with_dogelover88_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_dogelover88_opened_conversation_with_technomedici_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_fetch_pickup_failure_nothing_to_pickup, activity_fetch_pickup_success",,Active,9/6/2025 10:10am,25/6/2025 10:16pm,25/6/2025 10:16pm,
,CodeMonkey,Trade4Fun,0,52,,,"activity_encounter_initiated_opener_success_trade4fun_opened_conversation_with_codemonkey_at_{""lat"":_45.44790330321718,_""lng"":_12.320144368395496}., activity_encounter_initiated_opener_success_trade4fun_opened_conversation_with_codemonkey_at_{""lat"":_45.44790330321718,_""lng"":_12.320144368395496}., activity_encounter_initiated_opener_success_trade4fun_opened_conversation_with_codemonkey_at_{""lat"":_45.44790330321718,_""lng"":_12.320144368395496}., activity_encounter_initiated_opener_success_codemonkey_opened_conversation_with_trade4fun_at_{""lat"":_45.44790330321718,_""lng"":_12.320144368395496}., activity_eat_at_tavern_payment_success, activity_eat_at_tavern_payment_success, activity_eat_at_tavern_payment_success, activity_eat_at_tavern_processing_failure_system_error, activity_eat_at_tavern_processing_failure_system_error",,Active,9/6/2025 8:32am,10/7/2025 6:56pm,10/7/2025 6:56pm,
,QuantumLeap,TravelBug23,0,52,,,"activity_encounter_initiated_opener_success_quantumleap_opened_conversation_with_travelbug23_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_travelbug23_opened_conversation_with_quantumleap_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_travelbug23_opened_conversation_with_quantumleap_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_travelbug23_opened_conversation_with_quantumleap_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_quantumleap_opened_conversation_with_travelbug23_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_travelbug23_opened_conversation_with_quantumleap_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_quantumleap_opened_conversation_with_travelbug23_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_travelbug23_opened_conversation_with_quantumleap_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_travelbug23_opened_conversation_with_quantumleap_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_fetch_pickup_failure_nothing_to_pickup",,Active,6/6/2025 11:33pm,19/6/2025 11:48am,19/6/2025 11:48am,
,Lucid,tavern_tales,0,52,,,"activity_artist_payment_received_success_play_the_weight_of_a_ducat, activity_artist_payment_received_success_play_character_sketches_for_""the_weight_of_a_ducat"", activity_artist_payment_received_success_play_character_sketches_for_""the_weight_of_a_ducat""",,Active,10/6/2025 1:31pm,12/6/2025 11:19pm,12/6/2025 11:19pm,
,UrbanExplorer,rialto_diarist,0,52,,,"activity_encounter_initiated_opener_success_rialto_diarist_opened_conversation_with_urbanexplorer_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_urbanexplorer_opened_conversation_with_rialto_diarist_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_urbanexplorer_opened_conversation_with_rialto_diarist_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}.",,Active,11/6/2025 8:23am,12/6/2025 12:00am,12/6/2025 12:00am,
,gondola_assistant,poet_of_the_rialto,0,52,,,"activity_encounter_initiated_opener_success_poet_of_the_rialto_opened_conversation_with_gondola_assistant_at_{""lat"":_45.43844921305672,_""lng"":_12.333089926233379,_""polygonid"":_""polygon-1746072967949"",_""pointtype"":_""land""}., activity_encounter_initiated_opener_success_poet_of_the_rialto_opened_conversation_with_gondola_assistant_at_{""lat"":_45.43844921305672,_""lng"":_12.333089926233379,_""polygonid"":_""polygon-1746072967949"",_""pointtype"":_""land""}., activity_encounter_initiated_opener_success_poet_of_the_rialto_opened_conversation_with_gondola_assistant_at_{""lat"":_45.43844921305672,_""lng"":_12.333089926233379,_""polygonid"":_""polygon-1746072967949"",_""pointtype"":_""land""}.",,Active,11/6/2025 11:10am,11/6/2025 11:02pm,11/6/2025 11:02pm,
,Lucid,gondola_assistant,0,52,,,"activity_encounter_initiated_opener_success_lucid_opened_conversation_with_gondola_assistant_at_{""lat"":_45.43844921305672,_""lng"":_12.333089926233379,_""polygonid"":_""polygon-1746072967949"",_""pointtype"":_""land""}., activity_encounter_initiated_opener_success_lucid_opened_conversation_with_gondola_assistant_at_{""lat"":_45.43844921305672,_""lng"":_12.333089926233379,_""polygonid"":_""polygon-1746072967949"",_""pointtype"":_""land""}., activity_encounter_initiated_opener_success_gondola_assistant_opened_conversation_with_lucid_at_{""lat"":_45.43844921305672,_""lng"":_12.333089926233379,_""polygonid"":_""polygon-1746072967949"",_""pointtype"":_""land""}.",,Active,11/6/2025 11:16am,11/6/2025 11:00pm,11/6/2025 11:00pm,
,bigbosefx,ionian_sailor,0,52,,,"activity_encounter_initiated_opener_success_bigbosefx_opened_conversation_with_ionian_sailor_at_{""lat"":_45.43844921305672,_""lng"":_12.333089926233379,_""polygonid"":_""polygon-1746072967949"",_""pointtype"":_""land""}., activity_encounter_initiated_opener_success_bigbosefx_opened_conversation_with_ionian_sailor_at_{""lat"":_45.43844921305672,_""lng"":_12.333089926233379,_""polygonid"":_""polygon-1746072967949"",_""pointtype"":_""land""}., activity_encounter_initiated_opener_success_bigbosefx_opened_conversation_with_ionian_sailor_at_{""lat"":_45.43844921305672,_""lng"":_12.333089926233379,_""polygonid"":_""polygon-1746072967949"",_""pointtype"":_""land""}.",,Active,11/6/2025 11:06am,11/6/2025 10:58pm,11/6/2025 10:58pm,
,alexandria_trader,ionian_sailor,0,52,,,"activity_encounter_initiated_opener_success_ionian_sailor_opened_conversation_with_alexandria_trader_at_{""lat"":_45.43844921305672,_""lng"":_12.333089926233379,_""polygonid"":_""polygon-1746072967949"",_""pointtype"":_""land""}., activity_encounter_initiated_opener_success_alexandria_trader_opened_conversation_with_ionian_sailor_at_{""lat"":_45.43844921305672,_""lng"":_12.333089926233379,_""polygonid"":_""polygon-1746072967949"",_""pointtype"":_""land""}., activity_encounter_initiated_opener_success_alexandria_trader_opened_conversation_with_ionian_sailor_at_{""lat"":_45.43844921305672,_""lng"":_12.333089926233379,_""polygonid"":_""polygon-1746072967949"",_""pointtype"":_""land""}.",,Active,11/6/2025 10:23am,11/6/2025 10:55pm,11/6/2025 10:55pm,
,ionian_sailor,poet_of_the_rialto,0,52,,,"activity_encounter_initiated_opener_success_ionian_sailor_opened_conversation_with_poet_of_the_rialto_at_{""lat"":_45.43844921305672,_""lng"":_12.333089926233379,_""polygonid"":_""polygon-1746072967949"",_""pointtype"":_""land""}., activity_encounter_initiated_opener_success_poet_of_the_rialto_opened_conversation_with_ionian_sailor_at_{""lat"":_45.43844921305672,_""lng"":_12.333089926233379,_""polygonid"":_""polygon-1746072967949"",_""pointtype"":_""land""}., activity_encounter_initiated_opener_success_ionian_sailor_opened_conversation_with_poet_of_the_rialto_at_{""lat"":_45.43844921305672,_""lng"":_12.333089926233379,_""polygonid"":_""polygon-1746072967949"",_""pointtype"":_""land""}.",,Active,11/6/2025 10:49am,11/6/2025 10:50pm,11/6/2025 10:50pm,
,TopGlassmaker,painter_of_light,0,52,,,"activity_encounter_initiated_opener_success_topglassmaker_opened_conversation_with_painter_of_light_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_topglassmaker_opened_conversation_with_painter_of_light_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_painter_of_light_opened_conversation_with_topglassmaker_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}.",,Active,11/6/2025 8:36am,11/6/2025 9:01pm,11/6/2025 9:01pm,
,ProSilkTrader,steven,0,52,,,"activity_encounter_initiated_opener_success_prosilktrader_opened_conversation_with_steven_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_prosilktrader_opened_conversation_with_steven_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_steven_opened_conversation_with_prosilktrader_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}.",,Active,11/6/2025 8:17am,11/6/2025 8:01pm,11/6/2025 8:01pm,
,StarGazer2000,steven,0,52,,,"activity_encounter_initiated_opener_success_steven_opened_conversation_with_stargazer2000_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_steven_opened_conversation_with_stargazer2000_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_stargazer2000_opened_conversation_with_steven_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}.",,Active,11/6/2025 10:12am,11/6/2025 7:53pm,11/6/2025 7:53pm,
,PixelDoge,rialto_diarist,0,52,,,"activity_encounter_initiated_opener_success_pixeldoge_opened_conversation_with_rialto_diarist_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_pixeldoge_opened_conversation_with_rialto_diarist_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_rialto_diarist_opened_conversation_with_pixeldoge_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}.",,Active,11/6/2025 12:54am,11/6/2025 3:37pm,11/6/2025 3:37pm,
,rialto_diarist,trader4life,0,52,,,"activity_encounter_initiated_opener_success_rialto_diarist_opened_conversation_with_trader4life_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_rialto_diarist_opened_conversation_with_trader4life_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_trader4life_opened_conversation_with_rialto_diarist_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}.",,Active,11/6/2025 2:40am,11/6/2025 2:36pm,11/6/2025 2:36pm,
,ProSilkTrader,SilentObserver,0,52,,,"activity_encounter_initiated_opener_success_prosilktrader_opened_conversation_with_silentobserver_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_silentobserver_opened_conversation_with_prosilktrader_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_prosilktrader_opened_conversation_with_silentobserver_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}.",,Active,11/6/2025 1:33am,11/6/2025 1:56pm,11/6/2025 1:56pm,
,John_Jeffries,painter_of_light,0,52,,,"activity_encounter_initiated_opener_success_john_jeffries_opened_conversation_with_painter_of_light_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_painter_of_light_opened_conversation_with_john_jeffries_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_painter_of_light_opened_conversation_with_john_jeffries_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}.",,Active,11/6/2025 3:26am,11/6/2025 1:02pm,11/6/2025 1:02pm,
,Lucid,sea_trader,0,52,,,"activity_encounter_initiated_opener_success_sea_trader_opened_conversation_with_lucid_at_{""lat"":_45.43844921305672,_""lng"":_12.333089926233379,_""polygonid"":_""polygon-1746072967949"",_""pointtype"":_""land""}., activity_encounter_initiated_opener_success_lucid_opened_conversation_with_sea_trader_at_{""lat"":_45.43844921305672,_""lng"":_12.333089926233379,_""polygonid"":_""polygon-1746072967949"",_""pointtype"":_""land""}., activity_encounter_initiated_opener_success_sea_trader_opened_conversation_with_lucid_at_{""lat"":_45.43844921305672,_""lng"":_12.333089926233379,_""polygonid"":_""polygon-1746072967949"",_""pointtype"":_""land""}.",,Active,11/6/2025 12:27am,11/6/2025 12:14pm,11/6/2025 12:14pm,
,bigbosefx,sea_trader,0,52,,,"activity_encounter_initiated_opener_success_sea_trader_opened_conversation_with_bigbosefx_at_{""lat"":_45.43844921305672,_""lng"":_12.333089926233379,_""polygonid"":_""polygon-1746072967949"",_""pointtype"":_""land""}., activity_encounter_initiated_opener_success_bigbosefx_opened_conversation_with_sea_trader_at_{""lat"":_45.43844921305672,_""lng"":_12.333089926233379,_""polygonid"":_""polygon-1746072967949"",_""pointtype"":_""land""}., activity_encounter_initiated_opener_success_sea_trader_opened_conversation_with_bigbosefx_at_{""lat"":_45.43844921305672,_""lng"":_12.333089926233379,_""polygonid"":_""polygon-1746072967949"",_""pointtype"":_""land""}.",,Active,11/6/2025 12:25am,11/6/2025 11:57am,11/6/2025 11:57am,
,gondola_assistant,ionian_sailor,0,52,,,"activity_encounter_initiated_opener_success_gondola_assistant_opened_conversation_with_ionian_sailor_at_{""lat"":_45.43844921305672,_""lng"":_12.333089926233379,_""polygonid"":_""polygon-1746072967949"",_""pointtype"":_""land""}., activity_encounter_initiated_opener_success_gondola_assistant_opened_conversation_with_ionian_sailor_at_{""lat"":_45.43844921305672,_""lng"":_12.333089926233379,_""polygonid"":_""polygon-1746072967949"",_""pointtype"":_""land""}., activity_encounter_initiated_opener_success_gondola_assistant_opened_conversation_with_ionian_sailor_at_{""lat"":_45.43844921305672,_""lng"":_12.333089926233379,_""polygonid"":_""polygon-1746072967949"",_""pointtype"":_""land""}.",,Active,10/6/2025 9:17am,11/6/2025 11:49am,11/6/2025 11:49am,
,gondola_assistant,sea_trader,0,52,,,"activity_encounter_initiated_opener_success_gondola_assistant_opened_conversation_with_sea_trader_at_{""lat"":_45.43844921305672,_""lng"":_12.333089926233379,_""polygonid"":_""polygon-1746072967949"",_""pointtype"":_""land""}., activity_encounter_initiated_opener_success_sea_trader_opened_conversation_with_gondola_assistant_at_{""lat"":_45.43844921305672,_""lng"":_12.333089926233379,_""polygonid"":_""polygon-1746072967949"",_""pointtype"":_""land""}., activity_encounter_initiated_opener_success_sea_trader_opened_conversation_with_gondola_assistant_at_{""lat"":_45.43844921305672,_""lng"":_12.333089926233379,_""polygonid"":_""polygon-1746072967949"",_""pointtype"":_""land""}.",,Active,10/6/2025 8:31am,11/6/2025 11:32am,11/6/2025 11:32am,
,greek_trader2,ionian_sailor,0,52,,,"activity_encounter_initiated_opener_success_greek_trader2_opened_conversation_with_ionian_sailor_at_{""lat"":_45.43844921305672,_""lng"":_12.333089926233379,_""polygonid"":_""polygon-1746072967949"",_""pointtype"":_""land""}., activity_encounter_initiated_opener_success_greek_trader2_opened_conversation_with_ionian_sailor_at_{""lat"":_45.43844921305672,_""lng"":_12.333089926233379,_""polygonid"":_""polygon-1746072967949"",_""pointtype"":_""land""}., activity_encounter_initiated_opener_success_greek_trader2_opened_conversation_with_ionian_sailor_at_{""lat"":_45.43844921305672,_""lng"":_12.333089926233379,_""polygonid"":_""polygon-1746072967949"",_""pointtype"":_""land""}.",,Active,10/6/2025 9:10am,11/6/2025 11:29am,11/6/2025 11:29am,
